ID,Topic,Selected Content,Final_Topic,Final_Sentiment,Round1_Output,Round1_Output_topic,Round1_Output_sentiment,Round2_Output,Round2_Output_topic,Round2_Output_sentiment,Round3_Output,Round3_Output_topic,Round3_Output_sentiment
6,Room,The room was exceptionally clean with a really comfortable bed,Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }, { ""text"": ""compfortable"", ""label"": ""Negative"" }, { ""text"": ""clean"", ""label"": ""Negative"" }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Staff"": [null, null],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, ""Positive""],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi Issue"": [null, null],
    ""Booking Issue"": [null, null],
    ""Off-Topic"": [null, null]
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": [
      { ""text"": ""test"", ""label"": ""Positive"" },
      { ""text"": ""test"", ""label"": ""Positive"" }
    ]
  }
}",Null,Null
8,Location,nice location,Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""nice location"", ""label"": ""Positive"" }],
    ""Staff"": [null],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""TaxiIssue"": [null],
    ""BookingIssue"": [null],
    ""Off-topic"": [null]
  }
}
```",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": null }],
    ""Staff"": null,
    ""Location"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Null,Null,"The input text ""nice location"" doesn't fit into any of the specified topics except for ""Location,"" which can be classified as Positive since it describes a nice place.

{""Topics"": {
  ""Room"": null,
  ""Staff"": null,
  ""Location"": [""{ \""text\"": \""nice location\"", \""label\"": \""Positive\"" }],
  ""Food"": null,
  ""Price"": null,
  ""Facility"": [""{ \""text\"": \""nice location\""}"", ""{ \""text\"": null \"", \""label\"": null }""],
  ""Check-in"": null,
  ""Check-out"": null,
  ""Taxi Issue"": null,
  ""Booking Issue"": null,
  ""Off-topic"": null
}}",Null,Null
8,Staff,lovely personal,Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""lovely personal"", ""label"": null }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-Topic"": [{ ""text"": null, ""label"": null }]
  }
}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [ { ""text"": null, ""label"": null } ],
    ""Staff"": [ { ""text"": null, ""label"": null } ],
    ""Location"": [ { ""text"": null, ""label"": null } ],
    ""Food"": [ { ""text"": null, ""label"": null } ],
    ""Price"": [ { ""text"": null, ""label"": null } ],
    ""Facility"": [ { ""text"": null, ""label"": null } ],
    ""Check-in"": [ { ""text"": null, ""label"": null } ],
    ""Check-out"": [ { ""text"": null, ""label"": null } ],
    ""Taxi-issue"": [ { ""text"": null, ""label"": null } ],
    ""Booking-issue"": [ { ""text"": null, ""label"": null } ],
    ""Off-topic"": [ { ""text"": null, ""label"": null } ]
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": null }],
    ""Staff"": [{ ""text"": ""lovely personal"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": ""test"", ""label"": null }],
    ""Food"": [{ ""text"": ""test"", ""label"": null }],
    ""Price"": [{ ""text"": ""test"", ""label"": null }],
    "" Facility"": [{ ""text"": ""test"", ""label"": null }],
    ""Check-in"": [{ ""text"": ""test"", ""label"": null }],
    ""Check-out"": [{ ""text"": ""test"", ""label"": null }],
    ""TaxiIssue"": [{ ""text"": ""test"", ""label"": null }],
    ""BookingIssue"": [{ ""text"": ""test"", ""label"": null }],
    ""Off-Topic"": [{ ""text"": ""test"", ""label"": null }]
  }
}",Staff,Positive
9,Staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,Staff,Positive,"{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": [{ ""text"": ""very helpful host"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": ""showing how nearby bus takes to town-cntre (and airport by the way)"", ""label"": ""Positive"" }],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": { ""text"": null, ""label"": null },
    ""Staff"": { ""text"": null, ""label"": null },
    ""Location"": { ""text"": ""location"", ""label"": ""Positive"" },
    ""Food"": { ""text"": null, ""label"": null },
    ""Price"": { ""text"": null, ""label"": null },
    ""Facility"": { ""text"": ""centre"", ""label"": ""Positive"" },
    ""Check-in"": { ""text"": null, ""label"": null },
    ""Check-out"": { ""text"": null, ""label"": null },
    ""Taxi_issue"": { ""text"": null, ""label"": null },
    ""Booking_issue"": { ""text"": null, ""label"": null },
    ""Off-topic"": { ""text"": null, ""label"": null }
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": { ""text"": null, ""label"": null },
    ""Staff"": [ { ""text"": ""very helpful host"", ""label"": ""Positive"" } ],
    ""Location"": { ""text"": null, ""label"": null },
    ""Food"": { ""text"": null, ""label"": null },
    ""Price"": { ""text"": null, ""label"": null },
    ""Facility"": { ""text"": ""bus takes to town-cntre"", ""label"": ""Positive"" },
    ""Check-in"": { ""text"": null, ""label"": null },
    ""Check-out"": { ""text"": null, ""label"": null },
    ""TaxiIssue"": { ""text"": null, ""label"": null },
    ""BookingIssue"": { ""text"": null, ""label"": null },
    ""Off-topic"": { ""text"": null, ""label"": null }
  }
}",Staff,Positive
10,Room,Great modern room comfortable bed,Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ 
      ""text"": ""Great modern room comfortable bed"",
      ""label"": ""Positive""
    }]
  },
  ""Staff"": null,
  ""Location"": null,
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""Taxi Issue"": null,
  ""Booking Issue"": null,
  ""Off-Topic"": null
}
```",Room,Positive,"{
  ""Room"": [{ ""text"": ""Great modern room comfortable bed"", ""label"": ""Positive"" }],
  ""Staff"": [{ ""text"": null, ""label"": null }],
  ""Location"": [{ ""text"": null, ""label"": null }],
  ""Food"": [{ ""text"": null, ""label"": null }],
  ""Price"": [{ ""text"": null, ""label"": null }],
  ""Facility"": [{ ""text"": ""comfortable"", ""label"": ""Positive"" }],
  ""Check-in/Check-out"": [{ ""text"": null, ""label"": null }],
  ""Taxi Issue"": [{ ""text"": null, ""label"": null }],
  ""Booking Issue"": [{ ""text"": null, ""label"": null }],
  ""Off-topic"": [{ ""text"": null, ""label"": null }]
}",Room,Positive,"Here's the classification based on the [Topics] provided:

```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""Great modern room comfortable bed"", ""label"": ""Null"" }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}
```",Null,Null
10,Location,quiet location,Location,Positive,"{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": [{ ""text"": ""quiet location"", ""label"": ""Positive"" }],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Location,Positive,,Null,Null,"{
  ""Topics"": {
    ""Room"": [ { ""text"": null, ""label"": null } ],
    ""Staff"": [ { ""text"": null, ""label"": null } ],
    ""Location"": [ { ""text"": ""quiet location"", ""label"": ""Positive"" } ],
    ""Food"": [ { ""text"": null, ""label"": null } ],
    ""Price"": [ { ""text"": null, ""label"": null } ],
    ""Facility"": [ { ""text"": null, ""label"": null } ],
    ""Check-in"": [ { ""text"": null, ""label"": null } ],
    ""Check-out"": [ { ""text"": null, ""label"": null } ],
    ""TaxiIssue"": [ { ""text"": null, ""label"": null } ],
    ""BookingIssue"": [ { ""text"": null, ""label"": null } ],
    ""Off-topic"": [ { ""text"": null, ""label"": null } ]
  }
}",Location,Positive
11,Staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [{ ""text"": ""amazing"", ""label"": ""Positive"" }],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi_issue"": [null, null],
    ""Booking_issue"": [null, null],
    ""Off-topic"": [null, null]
  }
}
```",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": [""{ \""text\"": \""Maria\"", \""label\"": \""Positive\"" }""],
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": [""{ \""text\"": \""Maria\"" } is positive because she's helpful and friendly."",
                ""{ \""text\"": \""Richard\"" } is also positive as he's friendly. The others are negative."",
                ""Negative""],
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi Issue"": null,
    ""Booking Issue"": null,
    ""Off",Null,Null,"{""Topics"": {
  ""Room"": [
    { ""text"": ""amazing"", ""label"": ""Positive"" },
    { ""text"": ""great"", ""label"": ""Positive"" }
  ],
  ""Staff"": [
    { ""text"": ""amazing"", ""label"": ""Positive"" },
    { ""text"": ""great"", ""label"": ""Positive"" },
    { ""text"": ""great"", ""label"": ""Positive"" }
  ],
  ""Location"": [Null],
  ""Food"": [
    { ""text"": ""amazing"", ""label"": ""Negative"" }, // Only food elements are positive or negative
    { ""text"": ""great"", ""label"": ""Positive"" },
    { ""text"": ""good"", ""label"": ""Negative"" }
  ],
  ""Price"": [Null],
  ""Facility"": [Null],
  ""Check-in"": [Null],
  ""Check-out"": [Null]
}}",Room,Positive
11,Food,Oh yeah the food is great to and very reasonable prices ..,Null,Null,"```json
{
  ""Topics"": {
    ""Food"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Price"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Off-topic"": [null, null]
  }
}
```",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": null,
    ""Food"": [{ ""text"": ""food"", ""label"": ""Positive"" }],
    ""Price"": [{ ""text"": ""price"", ""label"": ""Negative"" }],
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}
```",Food,Positive,"{
  ""Topics"": {
    ""Room"": [null],
    ""Staff"": [null],
    ""Location"": [null],
    ""Food"": [{ ""text"": ""test"", ""label"": ""Positive"" }, { ""text"": ""test"", ""label"": ""Positive"" }],
    ""Price"": [null, null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""TaxiIssue"": [null],
    ""BookingIssue"": [null],
    ""Off-topic"": [null]
  }
}",Null,Null
11,Room,The rooms are spacious and clean great to stay .. I even got an upgrade,Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""The rooms are spacious and clean"", ""label"": ""Positive"" }],
    ""Staff"": [Null],
    ""Location"": [Null],
    ""Food"": [Null],
    ""Price"": [Null],
    ""Facility"": [Null],
    ""Check-in"": [Null],
    ""Check-out"": [Null],
    ""Taxi-issue"": [Null],
    ""BookingIssue"": [{ ""text"": ""I even got an upgrade"", ""label"": ""Positive"" }],
    ""Off-topic"": [Null]
  }
}
```",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""The rooms are spacious and clean great to stay .."", ""label"": ""Positive"" }],
    ""Staff"": [null, null],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": { ""text"": ""test"", ""label"": ""Positive"" },
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi-issue"": [null, null],
    ""BookingIssue"": [null, null],
    ""Off-topic"": [null, null]
  }
}",Room,Positive,"Here's the processed text in JSON format:

```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""spacious"", ""label"": ""Positive"" }],
    ""Booking Issue"": { ""text"": null, ""label"": null }
  }
}
```",Room,Positive
11,Location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,Food,Negative,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros"" },
            { ""label"": ""Positive"" }],
    ""Staff"": [null],
    ""Location"": [null],
    ""Food"": [
      { ""text"": ""the airport"", ""label"": ""Negative"" },
      { ""text"": ""the town center"", ""label"": ""Negative"" }
    ],
    ""Price"": [null, null, ""2 euros"" ]
  }
}
```",Food,Negative,"{
  ""Topics"": {
    ""Location"": [{ ""text"": ""The bus stop which goes to and from the airport as well as the town center"", ""label"": ""Positive"" }],
    ""Price"": [{ ""text"": ""2 euros"", ""label"": ""Negative"" }],
    ""Room"": null,
    ""Staff"": null,
    ""Food"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""OffTopic"": null
  }
}",Location,Positive,"```json
{
  ""Topics"": {
    ""Location"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    // The other topics are either not present or Null
  }
}
```",Null,Null
12,Staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,Null,Null,"{
  ""Topics"": {
    ""Room"": [null],
    ""Staff"": [{ ""text"": ""exceptional"", ""label"": ""Positive"" }],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""Taxi Issue"": [null],
    ""Booking Issue"": [null],
    ""Off-topic"": [null]
  }
}",Staff,Positive,"{""Topics"": {
  ""Room"": {text: null, label: null},
  ""Staff"": [{text: ""exceptional"", label: ""Positive }],
  ""Location"": {text: null, label: null},
  ""Food"": {text: null, label: null},
  ""Price"": {text: null, label: null},
  ""Facility"": [{text: ""out of their way"", label: ""Positive }],
  ""Check-in"": {text: null, label: null},
  ""Check-out"": {text: null, label: null},
  ""Taxi-issue"": {text: null, label: null},
  ""BookingIssue"": {text: null, label: null},
  ""Off-topic"": {text: null, label: null}
}}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": { ""text"": null, ""label"": null },
    ""Staff"": [{ ""text"": ""The staff were exceptional. So helpful and friendly. Went out of their way for us."" }, { ""text"": null, ""label"": null }],
    ""Location"": { ""text"": null, ""label"": null },
    ""Food"": { ""text"": null, ""label"": null },
    ""Price"": { ""text"": null, ""label"": null },
    ""Facility"": { ""text"": null, ""label"": null },
    ""Check-in"": { ""text"": null, ""label"": null },
    ""Check-out"": { ""text"": null, ""label"": null }
  }
}
```",Null,Null
12,Food,The breakfast was lovely with room service too.,Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""The breakfast was lovely with room service too."", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": ""The breakfast was lovely"", ""label"": ""Positive"" }],
    ""Facility"": [{ ""text"": ""room service"", ""label"": ""Positive"" }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""The room service was very nice."", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": ""Breakfast was lovely."", ""label"": ""Positive"" }],
    ""Location"": [Null, Null],
    ""Price"": [Null, Null],
    ""Facility"": [Null, Null],
    ""Check-in"": [Null, Null],
    ""Check-out"": [Null, Null],
    ""TaxiIssue"": [Null, Null],
    ""BookingIssue"": [Null, Null],
    ""Off-topic"": [Null, Null]
  }
}",Room,Positive,"{""Topics"": {
  ""Room"": [{ ""text"": ""lovely"", ""label"": ""Positive"" }, { ""text"": ""room service"", ""label"": ""Positive"" }],
  ""Food"": null,
  ""Location"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""TaxiIssue"": null,
  ""BookingIssue"": null
}}",Room,Positive
12,Room,Very clean and comfortable.,Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ 
      ""text"": ""Very clean and comfortable"",
      ""label"": ""Positive""
    }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}
```",Room,Positive,"Here is the processed output according to the [Constraints] in the [Output Format]:

```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""very clean and comfortable"", ""label"": ""Positive"" }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""very clean and comfortable"", ""label"": ""Positive"" }],
    ""Staff"": [null, null],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""TaxiIssue"": [null, null],
    ""BookingIssue"": [null, null],
    ""Off-topic"": [null, null]
  }
}",Room,Positive
13,Room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{
      ""text"": ""The rooms are lovely and new"",
      ""label"": ""Positive""
    }],
    ""Staff"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Location"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Food"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Price"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Facility"": [{
      ""text"": ""The mattress was to my taste"",
      ""label"": ""Positive""
    }],
    ""Check-in"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Check-out"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Taxi-issue"": [{
      ""text"": null,
      ""label"": null
    }],
    ""BookingIssue"": [{
      ""text"": null,
      ""label"": null
    }],
    ""Off-topic"": [{
      ""text"": null,
      ""label"": null
    }]
  }
}
```",Room,Positive,"{
  ""Room"": [{ ""text"": ""lovely"", ""label"": ""Positive"" }],
  ""Food"": [{ ""text"": null, ""label"": null }],
  ""Location"": [{ ""text"": null, ""label"": null }],
  ""Price"": [{ ""text"": null, ""label"": null }],
  ""Facility"": [{ ""text"": null, ""label"": null }],
  ""Check-in"": [{ ""text"": null, ""label"": null }],
  ""Check-out"": [{ ""text"": null, ""label"": null }],
  ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
  ""BookingIssue"": [{ ""text"": null, ""label"": null }],
  ""Off-topic"": [{ ""text"": null, ""label"": null }]
}",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""lovely"", ""label"": ""Positive"" }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": ""to my taste"",
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Room,Positive
13,Location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",Room,Negative,"{""Topics"": { ""Room"": [{ ""text"": ""short"", ""label"": ""Negative"" }, {""text"": ""drive"", ""label"": ""Positive"" }, {""text"": ""airport"", ""label"": ""Negative"" }, {""text"": ""promenade"", ""label"": ""Negative"" }, {""text"": ""walk"", ""label"": ""Positive"" } ], ""Food"": [{ ""text"": ""coffee shops"", ""label"": ""Negative"" }, {""text"": ""restaurant""}, ""Negative"" ] }}",Room,Negative,"{
  ""Room"": [
    { ""text"": ""promenade"", ""label"": ""Location"" }
  ],
  ""Staff"": null,
  ""Location"": [ { ""text"": ""promenade"", ""label"": ""Location"" } ],
  ""Food"": null,
  ""Price"": null,
  ""Facility"": [ { ""text"": ""promenade"", ""label"": ""Location"" } ],
  ""Check-in"": null,
  ""Check-out"": null,
  ""TaxiIssue"": null,
  ""BookingIssue"": null,
  ""Off-topic"": null
}",Room,Location,"Here is the classification based on the provided topics:

{
""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [null, null],
    ""Location"": [
        { ""text"": ""test"", ""label"": ""Positive"" },
        { ""text"": null, ""label"": null },
        { ""text"": null, ""label"": null }
    ],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi_issue"": [null, null],
    ""Booking_issue"": [null, null],
    ""Off-topic"": [null, null]
}
}",Null,Null
13,Staff,"The staff are so welcoming, we felt like staying with family.",Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": null }],
    ""Staff"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": ""test"", ""label"": null }],
    ""Food"": [{ ""text"": ""test"", ""label"": null }],
    ""Price"": [{ ""text"": ""test"", ""label"": null }],
    ""Facility"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi Issue"": [{ ""text"": null, ""label"": null }],
    ""Booking Issue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}",Null,Null,"{
""Topics"": {
""Room"": { ""text"": ""test"", ""label"": null },
""Staff"": { ""text"": ""test"", ""label"": ""Positive"" },
""Location"": null,
""Food"": null,
""Price"": null,
""Facility"": null,
""Check-in"": null,
""Check-out"": null,
""Taxi Issue"": null,
""Booking Issue"": null,
""Off-Topic"": null
}
}",Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": ""The staff are so welcoming"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": ""We felt like staying with family"", ""label"": ""Positive"" }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi Issue"": [{ ""text"": null, ""label"": null }],
    ""Booking Issue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}",Staff,Positive
14,Location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,Location,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": null,
    ""Location"": [{ ""text"": ""location"", ""label"": ""Positive"" }, { ""text"": ""location"", ""label"": ""Null"" }],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi Issue"": null,
    ""Booking Issue"": null,
    ""Off-topic"": null
  }
}",Location,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""Positive"", ""label"": ""Positive"" }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": ""Positive"", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
    ""Facility"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-Topic"": [{ ""text"": ""test"", ""label"": ""Positive"" }]
  }
}",Room,Positive,"{
""Topics"": {
    ""Location"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": ""negative"", ""label"": ""Negative"" }],
    ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
}
}",Food,Negative
14,Staff,The receptionist didn't speak English properly,Null,Null,"{""Topics"": {
  ""Room"": {text: ""test"", label: null},
  ""Staff"": {text: null, label: null},
  ""Location"": {text: null, label: null},
  ""Food"": {text: null, label: null},
  ""Price"": {text: null, label: null},
  ""Facility"": {text: null, label: null},
  ""Check-in"": {text: null, label: null},
  ""Check-out"": {text: null, label: null},
  ""Taxi Issue"": {text: null, label: null},
  ""Booking Issue"": {text: null, label: null},
  ""Off-Topic"": {text: null, label: null}
}}",Null,Null,"{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""Booking Issue"": {
       ""text"": ""The receptionist didn't speak English properly"",
       ""label"": ""Negative""
     },
     ""Off-topic"": null
   }
}",Null,Null,"{""Text"": ""The receptionist didn't speak English properly"", ""Label"": { ""Room"": null, ""Staff"": null, ""Location"": null, ""Food"": null, ""Price"": null, ""Facility"": null, ""Check-in"": null, ""Check-out"": null, ""Taxi-issue"": null, ""BookingIssue"": null, ""Off-topic"": null}}",Null,Null
