ID,Topic,Selected Content
654,Room,Also mirrors in the room. There are plenty of them and they all distorted the image. rather made you fatter))
655,Staff,Very warm and caring welcome.
655,Room,"The room was very well equipped, clean, comfortable."
655,Off,I was very happy.
655,Location,"The hotel is not far from the airport,"
655,Location,but a bit far from city center.
657,Staff,"Friendly staff,"
657,Room,"cleanliness, nice rooms"
658,Facility,"Nice homely atmosphere,"
658,Food,"delicious food,"
658,Staff,the owner takes care of the guests to make them feel at home.
658,Off,The place is RECOMMENDED.
659,Room,"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding,"
659,Staff,"any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling"
659,Location,"very noisy, the area is ringing, the sounds accumulate with terrible force. At night, I constantly woke up either from the sounds of airplanes, or from passing cars or a slamming trunk, earplugs did not save ("
660,Staff,Very available and caring for his customers.
660,Room,The rooms are very well equipped
660,Food,and the breakfast very good and plentiful.
660,Taxi-issue,"We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us."
660,Check-in,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.)."
660,Check-out,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.)."
661,Location,"Proximity to the airport,"
661,Room,"small but modern rooms,"
661,Room,"small but modern rooms, good bed, very good bathroom."
661,Location,Those who sleep lightly will be disturbed by the aircraft noise.
661,Off,Those who are tired sleep over it.
662,Facility,"Nice accommodation, parking in the hotel area, Beautiful accommodation,"
662,Location,"a beautiful beach within walking distance,"
662,Staff,"very helpful staff, due to the delay of the plane they waited for us until 2 in the morning."
662,Location,"Beautiful accommodation, unfortunately at night it was fertilized in Larnaca and the whole city stank."
662,Off,Perhaps it was only short-lived.
663,Location,"1. Location
  Hotel near the airport. In total, close to the beach, although to get to the beach relatively quickly"
663,Staff,fast transfer organized by the hotel.
663,Location,"The center is quite far, about 2.5 km, a walk along the beach promenade."
663,Room,"2. Peace
  Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)"
663,Food,"3. Breakfast
  Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste."
663,Off,"you have to go to the so-called. ""shortcuts"" along a well-trodden path through a field and a small escarpment or another way a little ""around"" along the streets. Pool infrastructure."
666,Location,"Great location, Quiet location,"
666,Off,as I arrived very late and just wanted to sleep. You are there now. Even if the hotel cannot do anything about it.
666,Staff,very friendly and helpful staff/owners.
666,Room,bed a bit uncomfortable.
666,Taxi-issue,"Unfortunately, the organized taxi came too late/ a bit chaotic."
667,Room,"Very clean new room, perfect bed and towels,"
667,Location,"close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. An ideal place if you need to spend the night before departure from Larnaca."
667,Staff,"Friendly staff, all wishes and problematic situations are solved immediately."
667,Off,"Mackenzie Beach is very noisy, windy, did not like it, not for a long vacation."
668,Off,location and calm
669,Room,"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses."
669,Off,We were seated in the middle of the night.
669,Food,Delicious breakfast for a fee
669,Facility,"On request, there is a transfer from the airport and to the airport"
670,Room,"The ""street side"" rooms are noisier than those facing the back."
670,Staff,The exceptional welcome in French
670,Location,"Proximity to the airport, A nearby bus stop provides access to the city center and the airport"
670,Room,The cleanliness and design of the room
671,Facility,Pleasantly surprised as the hotel appears to have been renovated.
671,Facility,Unfortunately the pool was closed.
672,Food,Breakfast was good
673,Staff,"Very friendly staff,"
673,Location,good walking distance to Mackenzie Beach.
673,Food,We can highly recommend the breakfast offered.
673,Facility,Free parking in front of the hotel along the street.
674,Staff,Very competent staff
675,Facility,"Very well-kept hotel,"
675,Staff,"friendly service,"
675,Room,"very comfortable mattresses, fridge, kettle, very modern new equipment."
675,Off,Everything OK
676,Staff,"Staff SUPER!!! Responsive, kind people, you feel at home)"
676,Room,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser)."
676,Location,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))"
676,Room,"The shower has no door or curtain. Wi-fi is enough for a phone, not enough for a laptop."
676,Location,There are few shops nearby.
678,Facility,Good hotel
678,Location,next to Mackenzie beach and especially the airport. It is 5 minutes by car
678,Off,All right
679,Room,"Superb room, bathroom and balcony, very comfortable,"
679,Staff,the staff was top notch!
679,Room,Lots of noise from the hallway
680,Off,We were just passing through before taking the plane
680,Location,"but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport."
680,Staff,"Very nice hosts,"
680,Facility,very clean establishment.
683,Facility,Clean and modern hotel
683,Staff,with very friendly staff.
684,Off,"The terrace,"
684,Staff,the sympathy of the restaurant manager
684,Location,The noise of the discotheque…
685,Location,"Excellent location,"
685,Room,"perfect cleanliness,"
685,Food,"excellent breakfasts for only 8€,"
685,Staff,super service
686,Staff,Very friendly reception.
686,Room,Nice quiet room.
687,Off,Was in the middle of September. I really liked the hotel. Reminds me of a family hostel.
687,Staff,Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters.
687,Location,"From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important."
687,Food,"Of the shortcomings, I would note the monotonous breakfast. Every day is the same."
688,Staff,"Very nice owner,"
688,Facility,"great hotel,"
688,Location,close to the beach!!
690,Location,Very convenient location. Not far from the airport and from the sea.
690,Room,Very thin walls. Everything is heard.
690,Location,Everything is heard. At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.
691,Room,very clean
691,Facility,Plenty of parking.
691,Staff,Nice and kind staff.
692,Staff,"Very helpful staff. If you do not have adapters for sockets, ask at the reception.."
692,Off,Quilts too warm for summer..
695,Facility,"New hotel,"
695,Room,with super clean rooms and comfortable beds.
695,Staff,Family business and the owners are very friendly!
696,Off,Stayed for one night due to an early flight.
696,Location,The airport is 6 minutes by car. Near a good beach.
696,Food,Liked the food at the cafe in the lobby.
697,Off,Individual approach. I can't even remember.
697,Staff,Responsive staff.
697,Room,"Very clean, fresh, comfortable. you can see it's new. Cleaning every day"
698,Location,The hotel is 10 minutes from the airport which is very convenient for not missing your flight. but the hotel is well located for the restaurants in the area.
698,Staff,The welcome was very warm and efficient.
698,Off,I unfortunately did not try the breakfast or other meal. (But that's a detail!).
698,Room,The electric kettle didn't seem to work.
699,Staff,The hotel staff was fantastic.
700,Room,"Great bed, excellent cleaning"
700,Location,great for the airport (it's attached)
700,Room,"Small room, only one nescafe bag, no curtain in the bathroom."
700,Facility,"Better remove the photo of the pool, since it's a hole..."
701,Staff,"Very friendly and helpful staff,"
701,Location,walking distance to the beach with several restaurants.
702,Staff,Nice staff
702,Food,good cook
702,Room,room a bit small.
702,Off,son of 16 had to sleep on the starter
703,Facility,"Hotel completely redone,"
703,Room,the rooms are clean and comfortable.
703,Staff,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful."
703,Off,"If I were to go back to Cyprus, I wouldn't go anywhere else. RAS"
703,Food,"Full breakfast and served without time limit, to good understanding :)"
704,Location,The hotel is close to Larnaca Airport and the beach.
704,Off,For the best.
708,Location,Excellent location on the way to/from Larnaca airport.
708,Staff,Warm and cordial hospitality
709,Facility,"Very well-kept small hotel,"
709,Staff,with extraordinarily courteous hosts!
709,Off,We'd love to come back!!
710,Off,"We had an early departing flight so there was no breakfast,"
710,Food,but we had dinner in the restaurant and it was very good.
711,Off,Room
711,Check-out,possibility for late check out
711,Staff,very nice staff
711,Facility,"Swimming pool , small and dirty"
712,Room,Comfortable room
713,Off,Very nice
713,Location,close to the airport
714,Facility,a comfortable place.
714,Staff,Quiet friendly staff.
714,Room,Quiet and spacious.
716,Staff,Very pleasant staff.
716,Room,New and clean rooms.
716,Room,Lack of adapters for sockets in the rooms.
716,Off,But the staff promised to fix it.
718,Facility,"Great place,"
718,Staff,very nice staff.
718,Location,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.
718,Room,No trash can in the room
720,Facility,"Clean, modern hotel,"
720,Room,comfortable rooms.
722,Staff,"Super polite and helpful staff,"
722,Room,"clean comfortable room with good new furniture,"
722,Food,delicious breakfast on the veranda.
722,Location,"Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this."
722,Room,Shower water often overflowed into the bathroom. Drain is not working well.
723,Off,It was simple and beautiful.
723,Room,There were no TV channels
724,Room,Clean
725,Room,Extremely thick bedding for the weather
725,Staff,Constructive attitude of the staff.
726,Off,Everything is great. The pressure of the ox is excellent. Everything is great. The pressure of the ox is excellent.
726,Location,Mackenzie is 5 minutes walk. The hotel is very conveniently located.
726,Staff,Friendly staff.
726,Room,The room is clean. Bed is comfortable
726,Location,Can be noisy from discos on Mackenzie
727,Location,"Great option for if you arrive at Larnaca airport, close,"
727,Room,very clean.
727,Facility,It is possible with animals.
727,Staff,"Everyone at the hotel was very friendly, tried to help and explain."
727,Location,To restaurants and the beach go through an intensive road.
728,Off,Everything. The best that can be. Best place ever!
729,Facility,This hotel is very very clean very well equipped
729,Food,excellent breakfast.
729,Staff,The managers are extremely nice and helpful.
729,Off,I highly recommend this hotel to anyone who wants to have a pleasant stay.
730,Location,Location: close to airport and beach.
730,Facility,"Newly refurbished hotel,"
730,Room,rooms with balconies and clean.
730,Location,"Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep."
731,Off,the room and the staff!
732,Staff,Very welcoming and friendly staff.
732,Room,"Everything is clean, white, freshly renovated."
732,Location,"Near Mackenzie beach, airport, salt lake."
734,Off,Everything was wonderful! ☆☆☆☆☆
735,Location,"LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS."
735,Food,BREAKFAST WONDERFUL.
735,Staff,WE HAVE ALREADY TALKED TO THE STAFF THEY ARE PREPARING A LOT. POOL. Play room. Roof garden.
736,Staff,The staff is very friendly
739,Facility,"Nice accommodation, extremely clean"
739,Location,and with a very good location near the beach and the center.
739,Room,"With their vanilla styles, the rooms offer a very pleasant atmosphere in which to relax and unwind. Also, one thing that sets this hotel apart is their generosity so that they offer a bottle of water, tea bags and coffee for free, not to mention the affordable prices of the mini-bar."
739,Staff,"Also note that the staff communicates well in French,"
739,Off,something that is rare to find in Cyprus.
742,Room,comfortable bed
742,Room,not clean
743,Room,Clean and nice room
743,Location,Not as close to the airport as advertised.
744,Off,Room quality
744,Location,The sounds of the airport
745,Room,clean and functional
745,Off,breakfast time
746,Room,The room was satisfactory
746,Staff,the lady at the reception who spoke Cypriot was kind and willing for any help.
746,Staff,"I did not like the behavior of the gentleman in the reservations. I was assured of breakfast in the price of the room. Upon arrival he refused to provide breakfast in an unacceptable manner, and without even speaking the Cypriot language."
746,Off,My dissatisfaction with the choice is great.
747,Room,A clean room that really serves the purpose for which we came
747,Room,The frozen water in the bath
748,Location,"close to the airport but no aircraft noise. bus station nearby
  salt lake nearby"
748,Room,clean
748,Room,Minibar was empty and not working
748,Off,"(annoying if you arrive after midnight
  and looking forward to a beer)"
750,Location,Location close to the field.
750,Staff,No staff at night..
752,Room,comfortable room for one night before departure
752,Room,It was extremely noisy
753,Room,"Cleanliness
  Spacious"
754,Location,Very good if you have an early morning flight.
754,Off,The quality-price ratio.
754,Location,"You should only sleep with air conditioning in the summer, because there is a lot of noise from the nearby beach until early morning."
755,Room,Very clean
756,Location,"central location between the beach, the party mile, the airport and the old town"
756,Food,it would be nice if there was a breakfast buffet
757,Room,"Cleaning,"
757,Off,"furniture, terrace"
757,Food,"After 20 minutes of waiting bad and half raw croissant
  Watery cappuccino"
758,Room,Big room
758,Staff,Receptionist didn't understand English very well and the staff could not give me any information about the bus to the airport
759,Off,The room
759,Room,The lack of adapters for sockets
763,Staff,The warm welcome in French.
763,Room,"the comfort of the beds, the cleanliness."
763,Room,The noise emanating from the terrace when located on the 1st floor.
764,Food,Breakfast ok.
764,Room,"Clean room, comfortable bed."
764,Staff,"With the exception of one gentleman at the reception, no other employee was wearing a mask."
764,Room,"The small room, with almost non-existent storage spaces, an extremely small balcony.
  Thin walls, all night I heard how other travelers checked in. The adapter found in the room burned/melted 2 phone chargers."
764,Location,"At 3 o'clock in the morning, the garbage was picked up from the street, in an infernal mess....
  At 7 o'clock in the morning I tried to open the door to the balcony and I was very close to throwing up instantly. It seems that there are some farms nearby... it smelled like concentrated manure...."
765,Room,Very comfortable bed. Very good shower. The furniture and bathroom are all new and impeccable. Very good WiFi connection.
765,Staff,Excellent attention
765,Location,Bars and restaurants nearby.
765,Room,"In the photo of the room on Booking, you can't see a column that takes up space and is uncomfortable. The balcony on the first floor is very low, not very intimate, close to the street. The safe does not make sense since it is not walled, They could put shampoo in the bathroom, not just soap. they could put 2 coffee sachets and 2 tea sachets, not just 1."
765,Location,"and the hotel lobby, you can even smell the smoke from the cigarettes that smoke there."
766,Room,Cleanliness
766,Room,The room given was not the one booked. small corner
767,Room,Clean and spacious room
767,Location,"Far from the beach., The windows overlooked the courtyard, where it was quite noisy."
767,Price,The hotel is average (3 stars) 400 euros for 3 nights a bit expensive.
767,Room,"The windows overlooked the courtyard, where it was quite noisy."
768,Room,"- terrace in the room,
  - well-furnished room and bathroom,"
768,Food,monotonous breakfasts (everyday the same set:
768,Facility,"the relaxation zone (swimming pool, deckchairs, billiards) definitely did not encourage you to use it."
768,Off,"- location of the object. 2 eggs, 2 slices of toast, 1/4 grilled mushroom, 1/2 grilled tomato, pepper, 2 small sausages, coffee),"
769,Off,"A hotel for those who make a long transfer in Cyprus. That is ""hotel for one night"".
 We lived for a week.
 2. the number is microscopic. Rented Nissan Micra and then more; The hotel is really for one night."
769,Room,"Pros: cleanliness, (cleaning and change of towels daily)"
769,Location,"2. the beach is within walking distance.
  3. a couple of taverns in the area
  4. near the airport"
769,Room,"1. Bed linen was never changed ; 3. the refrigerator is full of minibar for money, I had to pull everything out so that my products would fit;"
769,Check-out,4. the hotel did not allow to turn over a couple of hours before the delayed plane;
769,Location,"5. walk to the promenade of Larnaca for about 20 minutes, to Lidl for an hour and a half."
770,Room,"Clean, daily change of towels,"
770,Price,value for money
770,Staff,"pleasant and helpful staff,"
770,Location,"There was a constant stench coming from outside,"
770,Room,lack of storage spaces
776,Room,Cleanliness
776,Location,"proximity to the airport, walk to the sea"
777,Facility,Wonderful hotel with a cozy homely atmosphere.
777,Staff,Responsive staff. Always with a smile.
777,Food,Delicious inexpensive breakfast options
777,Off,"A couple of days after arrival, we changed the room from a one-room to a two-room with a balcony."
780,Facility,"Cozy hotel,"
780,Room,"nice room, large room size"
780,Location,location near mackenzie beach.
781,Food,"A friendly, nice and sympathetic man serving breakfast."
781,Room,"Bed frame structure dangerous, sharp corners."
782,Food,Delicious breakfast
782,Room,"clean room, excellent renovation with taste, stylish and beautiful!"
783,Staff,Great staff ... great willingness!
783,Facility,"The hotel itself was tidy and modern,"
784,Staff,Very friendly and warm service.
784,Room,very clean and new rooms.
784,Location,Proximity to the beach and airport.
785,Off,The stay is worth it only for sleeping before departure.
785,Staff,Very kind and helpful staff.
785,Location,Bad-degraded area. Garbage heap in the bin next to the hotel.
785,Room,Not as clean as it should be inside. Misleading photos.
2484,,
