ID,Topic,Selected Content,Answer
568,Off,We only had drinks.,Off
568,Taxi-issue,The taxi driver who picked us up for the short drive to the airport ripped us off. Be sure to negotiate the price beforehand. It's your own fault!,Negative
569,Location,"Excellent location, 7 minutes walk from the boardwalk and the airport",Positive
569,Staff,The hotel staff is simply charming and kind! They upgraded our room for free. The hotel put us in touch with a taxi driver who took us to visit the mall and charged us decent prices.,Positive
569,Facility,"The hotel was recently renovated,",Positive
569,Room,"rooms are in new and clean condition
  In addition, there is smart technology, there are electronic buttons to request cleaning for the room, a bell and remote control of the air conditioner if there is a problem.",Positive
570,Staff,"Staff very welcoming, kind and very friendly.",Positive
570,Room,Everything is clean and perfect.,Positive
570,Off,No complaints. I strongly advise.,Positive
571,Facility,"Clean comfortable hotel,",Positive
571,Food,delicious breakfast.,Positive
571,Location,To the beach on foot 5 minutes.,Positive
571,Off,Only pleasant impressions remain,Positive
573,Room,"the calm and comfort of the bedding, the balcony, the spacious room",Positive
573,Room,the blue light on the balcony at night which interferes with sleeping open window,Negative
575,Off,"Everything was excellent,",Positive
575,Staff,personal attention,Positive
576,Food,"The restaurant service is very good, varied and with good prices,",Positive
576,Staff,the workers are very pleasant and attentive.,Positive
576,Room,The air conditioning had poor regulation... or cold (and directly to the body) or heat.,Negative
577,Off,"All, Nothing",Positive
579,Location,Hotel near airport about 10 minutes drive away,Positive
581,Staff,"Welcoming by the staff,",Positive
581,Room,super clean,Positive
581,Off,location and price,Positive
581,Facility,Difficulty finding parking,Negative
583,Room,Room comfort.,Positive
583,Off,Nothing.,Off
584,Staff,Very pleasant welcome,Positive
585,Staff,Very friendly and courteous staff.,Positive
585,Room,Clean and chic furnishings.,Positive
586,Facility,"Great hotel, everything is new and clean.",Positive
586,Staff,Friendly and welcoming staff.,Positive
586,Location,"The hotel is close to the airport, convenient for a short stay. Near the sea, promenade and several excellent restaurants.",Positive
586,Off,Highly recommend!,Positive
587,Staff,the employees are nice,Positive
587,Room,#VALUE!,Positive
587,Location,- close to the airport and the beach,Positive
588,Location,Excellent location close to everything.,Positive
591,Food,Very varied breakfasts to choose from in the hotel restaurant.,Positive
591,Off,There were no such elements,Off
592,Off,the service,Off
593,Food,"The dishes cooked to order are delicious, I recommend eating at Jasmine Garden.",Positive
597,Location,"Excellent location, a few steps from the sea and from via dei premises, in 20 minutes on foot you can also reach the ""historic"" center.",Positive
597,Food,"Excellent breakfast and meals in the restaurant, all freshly made.",Positive
597,Room,"Modern and renovated rooms, very comfortable beds",Positive
597,Room,Slightly small bathroom but still ok,Negative
598,Staff,Very nice staff,Positive
601,Off,Everything was great!,Off
602,Staff,"Excellent welcome,",Positive
602,Room,"clean, quiet.",Positive
602,Location,Hotel very well located for the airport.,Positive
603,Facility,Very clean accommodation. Very pleasant terrace in the evening.,Positive
603,Staff,Friendly staff,Positive
603,Room,The quality of the television image quite poor.,Negative
604,Off,everything in general,Off
605,Room,"Comfortable, clean, modern, pleasant.",Positive
605,Staff,"The hosts are very nice, they help in everything.",Positive
608,Room,clean and comfortable,Positive
608,Room,the view from my room..,Negative
609,Room,The room was modern with a large and very comfortable bed. The shower really good. There was also great quiet and it was very easy to set up the room so you wouldn't be disturbed. Everything very clean.,Positive
609,Room,"The size of the room was just enough to spend one night, not much more. If I were to go with my partner we would have been disappointed due to the lack of space.",Negative
609,Price,The price is perhaps a little high for the comfort that a room gives you that is small as soon as you enter.,Negative
611,Staff,"The kindness and availability of the staff,",Positive
611,Food,the restaurant offering a good quality of dishes.,Positive
611,Room,The comfortable and very clean room. The calm,Positive
611,Location,Proximity to the city center and the beach.,Positive
611,Price,Very good value for money,Positive
611,Off,Ras,Off
612,Location,"the establishment is really close to the airport, i.e. 6 minutes by car.",Positive
612,Staff,"the managers of the hotel are extraordinarily kind and caring, they speak French and helped us find a rental car at a good price, they accompanied and advised us during our stay.",Positive
612,Room,the room is nice and well furnished,Positive
612,Off,I highly recommend this hotel,Off
612,Location,the small downside concerns the light from the outside at certain times,Negative
613,Food,Very good breakfast!,Positive
613,Room,Comfortable bed. Purely.,Positive
613,Staff,Friendly staff.,Positive
613,Room,"Not all rooms have a balcony. I did not have it. Staying for one day is fine, but if you live for a while, then how to dry your towel and swimsuit ...",Negative
616,Location,"Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night.",Positive
616,Staff,Very friendly and helpful hotel staff.,Positive
617,Location,Good central location.,Positive
617,Staff,Very nice staff.,Positive
617,Facility,Neat small hotel.,Positive
617,Off,Very noisy,Negative
619,Staff,Excellent welcome by the owner who speaks fluent French.,Positive
619,Facility,Quiet hotel,Positive
619,Location,and extremely well located for the airport and Larnaca salt lake. For a night of transit before our return to France it was perfect.,Positive
619,Price,Unbeatable value for money I think.,Positive
619,Food,Perfect and good dinner and lovely waiter.,Positive
619,Off,Didn't have breakfast as we were leaving at 4am,Off
621,Staff,"The owner of the place is an amazing guy, nice and answers everything!",Positive
621,Food,"There are breakfasts, not a big variety but tasty",Positive
621,Food,"There are breakfasts, not a big variety but tasty",Negative
622,Staff,super friendly staff,Positive
622,Room,"a clean, modern room",Positive
622,Room,we didn't have a balcony.,Negative
622,Off,It wasn't bad though as we were only there for one night.,Off
623,Location,Good location near the airport and the beach.,Positive
623,Room,Noisy air conditioning,Negative
623,Location,night traffic in the area.,Negative
624,Room,Nice modern room.,Positive
624,Staff,"Boss and family take care of that
  Well-being of your guests!",Positive
624,Off,There was nothing to complain about!,Positive
625,Off,No breakfast booked.,Off
625,Location,Location very good for airport and beach.,Positive
626,Staff,The most important thing about the hotel is the incredible staff. Very soulful atmosphere.,Positive
626,Food,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.",Positive
626,Room,"The rooms are clean, air-conditioned, balcony, mini-bar.",Positive
626,Off,"The general manager, he is behind the counter in the restaurant, made our holiday), Definitely recommend",Positive
627,Staff,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket,",Positive
627,Facility,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell,",Positive
627,Off,I have never come across this in my life amazing thank you so much to this hotel. so it's not critical other than that it's a stunning place.,Off
627,Location,A bit far from the city center,Negative
627,Location,but taxis cost us the same price from anywhere in the city,Positive
628,Location,The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street,Positive
628,Facility,- we had plenty of parking.,Positive
628,Room,The rooms were very clean.,Positive
628,Staff,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,Positive
629,Staff,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",Positive
630,Staff,Very friendly and helpful Staff.,Positive
630,Room,Wifi was weak at times.,Negative
631,Room,"It was very new, clean and quite modern.",Positive
631,Price,Excellent price/quality ratio,Positive
631,Off,Anything,Off
632,Off,we only stayed at the LaVeranda Hotel for one night,Off
632,Location,as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.,Positive
632,Room,"The room was very nicely furnished and, above all, super clean.",Positive
634,Staff,kindness,Positive
635,Location,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice.",Positive
635,Facility,"The hotel is good,",Positive
635,Staff,the staff is friendly.,Positive
636,Facility,"A renovated, brilliant family hotel with a very friendly staff.",Positive
636,Staff,a very friendly staff.,Positive
636,Location,Suited us for a one night stay before a flight.,Positive
636,Food,We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want.,Positive
636,Off,recommended.,Positive
637,Location,Perfect location to the airport.,Positive
637,Staff,Very friendly reception.,Positive
637,Room,Very clean.,Positive
638,Off,"Location, Everything was perfect !",Positive
638,Room,"room comfort,",Positive
638,Staff,service and courtesy of the staff.,Positive
640,Room,It was very clean.,Positive
640,Staff,The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late,Positive
640,Room,the humid air in the room. The air conditioning probably didn't work properly,Negative
641,Staff,"Very friendly staff,",Positive
641,Room,very clean everywhere. Nice room with a nice balcony.,Positive
641,Location,Quiet and peaceful area.,Positive
641,Off,Definitely a hotel worth visiting again. All was well,Positive
642,Food,"Delicious homemade breakfast,",Positive
642,Staff,they speak French. Are very caring and welcome you 24 hours a day,Positive
642,Location,and very close to the airport!,Positive
643,Facility,"Welcoming environment,",Positive
643,Staff,"courtesy,",Positive
643,Room,"cleanliness, modern room.",Positive
643,Food,"I would like more variety at breakfast.
  The price to food ratio was disproportionate.",Negative
644,Room,"Very clean, comfortable bed, tea and coffee in the room.",Positive
644,Location,perfect location (near the airport),Positive
644,Staff,"very friendly welcome,",Positive
644,Room,There was no hair dryer,Negative
645,Off,Perfect!,Positive
646,Facility,"The hotel is clean, comfortable. I rented a car, there is a place to park.",Positive
646,Location,"and a good location. Very close to Salt Lake and Mackenzie Beach. Very close to bus stop. Very close to the airport, From the hotel you can just walk along the entire promenade of Larnaca, you won’t miss anything. A calm step along the sea to the Church of St. Lazarus 30-40 minutes.",Positive
646,Room,"The room was wonderful. White bed. The shower is wonderful, the air conditioner works,",Positive
646,Food,Breakfast can be bought directly at the hotel for only 8 euros.,Positive
646,Off,"we were in January, it was very warm and sunny. Everything is great. I highly recommend, the bus only costs 1.5 euros to and from the airport.",Off
646,Staff,"The owner of the hotel was very friendly, allowed to leave things, even after we checked out,",Positive
647,Room,"cleanliness, comfort",Positive
648,Staff,Nice staff.,Positive
648,Off,just one night to leave early the next day from the airport,Positive
648,Facility,Maybe the reception needs improvement. It is very old furniture,Negative
649,Facility,New hotel.,Positive
649,Room,Clean comfortable room.,Positive
649,Staff,Friendly staff.,Positive
649,Location,"The hotel is located near the airport. but we traveled in the off season - there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us.",Positive
649,Off,"We read reviews that extraneous noise could interfere, Other than that everything was fine and met our expectations.",Off
649,Room,"The room was small, could have been a bit more spacious.",Negative
650,Facility,Cozy hotel,Positive
650,Location,"in a quiet location. Walking distance to the beach,",Positive
650,Off,we went with a child. Walking around is also interesting. Keep in mind. But we usually go with ours.,Off
650,Room,"The room is very clean, comfortable mattresses, excellent clean bedding.",Positive
650,Room,"There is only soap in the shower, no shower gel.",Negative
650,Staff,Very polite and pleasant staff.,Positive
650,Food,We took breakfast once. I liked it.,Positive
651,Staff,Pleasant staff,Positive
652,Room,"Cleanliness 10/10! everything is white, bright, cozy!",Positive
652,Facility,the accommodation is perfect,Positive
652,Location,- close to the airport.,Positive
652,Off,"We spent one night before the plane, were very satisfied. nothing to complain about)",Off
653,Staff,"Very nice staff,",Positive
653,Room,"comfortable beds, great shower.",Positive
653,Off,"We stayed for one night before flying out of Cyprus, They are drawing a number :)",Positive
653,Facility,"the option is excellent,",Positive
653,Location,"close to the airport, near the lake with flamingos (in winter)",Positive
654,Off,"I liked the hotel already when approaching it from the street. The feeling of the new did not leave all the time. As it turned out later, the hotel is already about 8 years old, but they are doing well. We did not use the pool, the sea is better, And he did not have to swim. Everything else is a plus!",Off
654,Facility,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. and just drink their wonderful cappuccino on soft sofas, and then sleep the rest of the night on soft beds.",Positive
654,Room,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed.",Positive
654,Staff,"Always friendly staff (it looks like a family business, but I will not say). Every day cleaning.",Positive
654,Food,"At any time, you can go down to the veranda at the tables and just drink their wonderful cappuccino on soft sofas,",Positive
654,Location,because there is a good Mackenzie beach.,Positive
654,Location,"Of the minuses: sometimes a car came to pick up garbage cans at night. More precisely, the car poured them into its depths, not worrying about the noise and sleeping expensive tourists.",Negative
654,Room,Also mirrors in the room. There are plenty of them and they all distorted the image. rather made you fatter)),Negative
655,Staff,Very warm and caring welcome.,Positive
655,Room,"The room was very well equipped, clean, comfortable.",Positive
655,Off,I was very happy.,Positive
655,Location,"The hotel is not far from the airport,",Positive
655,Location,but a bit far from city center.,Negative
657,Staff,"Friendly staff,",Positive
657,Room,"cleanliness, nice rooms",Positive
658,Facility,"Nice homely atmosphere,",Positive
658,Food,"delicious food,",Positive
658,Staff,the owner takes care of the guests to make them feel at home.,Positive
658,Off,The place is RECOMMENDED.,Positive
659,Room,"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding,",Positive
659,Staff,"any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling",Positive
659,Location,"very noisy, the area is ringing, the sounds accumulate with terrible force. At night, I constantly woke up either from the sounds of airplanes, or from passing cars or a slamming trunk, earplugs did not save (",Negative
660,Staff,Very available and caring for his customers.,Positive
660,Room,The rooms are very well equipped,Positive
660,Food,and the breakfast very good and plentiful.,Positive
660,Taxi-issue,"We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us.",Positive
660,Check-in,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Positive
660,Check-out,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Positive
661,Location,"Proximity to the airport,",Positive
661,Room,"small but modern rooms,",Negative
661,Room,"small but modern rooms, good bed, very good bathroom.",Positive
661,Location,Those who sleep lightly will be disturbed by the aircraft noise.,Negative
661,Off,Those who are tired sleep over it.,Negative
662,Facility,"Nice accommodation, parking in the hotel area, Beautiful accommodation,",Positive
662,Location,"a beautiful beach within walking distance,",Positive
662,Staff,"very helpful staff, due to the delay of the plane they waited for us until 2 in the morning.",Positive
662,Location,"Beautiful accommodation, unfortunately at night it was fertilized in Larnaca and the whole city stank.",Negative
662,Off,Perhaps it was only short-lived.,Negative
663,Location,"1. Location
  Hotel near the airport. In total, close to the beach, although to get to the beach relatively quickly",Positive
663,Staff,fast transfer organized by the hotel.,Positive
663,Location,"The center is quite far, about 2.5 km, a walk along the beach promenade.",Negative
663,Room,"2. Peace
  Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)",Positive
663,Food,"3. Breakfast
  Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste.",Positive
663,Off,"you have to go to the so-called. ""shortcuts"" along a well-trodden path through a field and a small escarpment or another way a little ""around"" along the streets. Pool infrastructure.",Off
666,Location,"Great location, Quiet location,",Positive
666,Off,as I arrived very late and just wanted to sleep. You are there now. Even if the hotel cannot do anything about it.,Off
666,Staff,very friendly and helpful staff/owners.,Positive
666,Room,bed a bit uncomfortable.,Negative
666,Taxi-issue,"Unfortunately, the organized taxi came too late/ a bit chaotic.",Negative
667,Room,"Very clean new room, perfect bed and towels,",Positive
667,Location,"close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. An ideal place if you need to spend the night before departure from Larnaca.",Positive
667,Staff,"Friendly staff, all wishes and problematic situations are solved immediately.",Positive
667,Off,"Mackenzie Beach is very noisy, windy, did not like it, not for a long vacation.",Negative
668,Off,location and calm,Off
669,Room,"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses.",Positive
669,Off,We were seated in the middle of the night.,Off
669,Food,Delicious breakfast for a fee,Positive
669,Facility,"On request, there is a transfer from the airport and to the airport",Positive
670,Room,"The ""street side"" rooms are noisier than those facing the back.",Negative
670,Staff,The exceptional welcome in French,Positive
670,Location,"Proximity to the airport, A nearby bus stop provides access to the city center and the airport",Positive
670,Room,The cleanliness and design of the room,Positive
671,Facility,Pleasantly surprised as the hotel appears to have been renovated.,Positive
671,Facility,Unfortunately the pool was closed.,Negative
672,Food,Breakfast was good,Positive
673,Staff,"Very friendly staff,",Positive
673,Location,good walking distance to Mackenzie Beach.,Positive
673,Food,We can highly recommend the breakfast offered.,Positive
673,Facility,Free parking in front of the hotel along the street.,Positive
674,Staff,Very competent staff,Positive
675,Facility,"Very well-kept hotel,",Positive
675,Staff,"friendly service,",Positive
675,Room,"very comfortable mattresses, fridge, kettle, very modern new equipment.",Positive
675,Off,Everything OK,Positive
676,Staff,"Staff SUPER!!! Responsive, kind people, you feel at home)",Positive
676,Room,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser).",Positive
676,Location,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",Positive
676,Room,"The shower has no door or curtain. Wi-fi is enough for a phone, not enough for a laptop.",Negative
676,Location,There are few shops nearby.,Positive
678,Facility,Good hotel,Positive
678,Location,next to Mackenzie beach and especially the airport. It is 5 minutes by car,Positive
678,Off,All right,Positive
679,Room,"Superb room, bathroom and balcony, very comfortable,",Positive
679,Staff,the staff was top notch!,Positive
679,Room,Lots of noise from the hallway,Negative
680,Off,We were just passing through before taking the plane,Off
680,Location,"but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport.",Positive
680,Staff,"Very nice hosts,",Positive
680,Facility,very clean establishment.,Positive
683,Facility,Clean and modern hotel,Positive
683,Staff,with very friendly staff.,Positive
684,Off,"The terrace,",Positive
684,Staff,the sympathy of the restaurant manager,Positive
684,Location,The noise of the discotheque…,Negative
685,Location,"Excellent location,",Positive
685,Room,"perfect cleanliness,",Positive
685,Food,"excellent breakfasts for only 8€,",Positive
685,Staff,super service,Positive
686,Staff,Very friendly reception.,Positive
686,Room,Nice quiet room.,Positive
687,Off,Was in the middle of September. I really liked the hotel. Reminds me of a family hostel.,Positive
687,Staff,Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters.,Positive
687,Location,"From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important.",Positive
687,Food,"Of the shortcomings, I would note the monotonous breakfast. Every day is the same.",Negative
688,Staff,"Very nice owner,",Positive
688,Facility,"great hotel,",Positive
688,Location,close to the beach!!,Positive
690,Location,Very convenient location. Not far from the airport and from the sea.,Positive
690,Room,Very thin walls. Everything is heard.,Negative
690,Location,Everything is heard. At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,Negative
691,Room,very clean,Positive
691,Facility,Plenty of parking.,Positive
691,Staff,Nice and kind staff.,Positive
692,Staff,"Very helpful staff. If you do not have adapters for sockets, ask at the reception..",Positive
692,Off,Quilts too warm for summer..,Off
695,Facility,"New hotel,",Positive
695,Room,with super clean rooms and comfortable beds.,Positive
695,Staff,Family business and the owners are very friendly!,Positive
696,Off,Stayed for one night due to an early flight.,Off
696,Location,The airport is 6 minutes by car. Near a good beach.,Positive
696,Food,Liked the food at the cafe in the lobby.,Positive
697,Off,Individual approach. I can't even remember.,Off
697,Staff,Responsive staff.,Positive
697,Room,"Very clean, fresh, comfortable. you can see it's new. Cleaning every day",Positive
698,Location,The hotel is 10 minutes from the airport which is very convenient for not missing your flight. but the hotel is well located for the restaurants in the area.,Positive
698,Staff,The welcome was very warm and efficient.,Positive
698,Off,I unfortunately did not try the breakfast or other meal. (But that's a detail!).,Positive
698,Room,The electric kettle didn't seem to work.,Negative
699,Staff,The hotel staff was fantastic.,Positive
700,Room,"Great bed, excellent cleaning",Positive
700,Location,great for the airport (it's attached),Positive
700,Room,"Small room, only one nescafe bag, no curtain in the bathroom.",Negative
700,Facility,"Better remove the photo of the pool, since it's a hole...",Negative
701,Staff,"Very friendly and helpful staff,",Positive
701,Location,walking distance to the beach with several restaurants.,Positive
702,Staff,Nice staff,Positive
702,Food,good cook,Positive
702,Room,room a bit small.,Negative
702,Off,son of 16 had to sleep on the starter,Negative
703,Facility,"Hotel completely redone,",Positive
703,Room,the rooms are clean and comfortable.,Positive
703,Staff,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful.",Positive
703,Off,"If I were to go back to Cyprus, I wouldn't go anywhere else. RAS",Positive
703,Food,"Full breakfast and served without time limit, to good understanding :)",Positive
704,Location,The hotel is close to Larnaca Airport and the beach.,Positive
704,Off,For the best.,Off
708,Location,Excellent location on the way to/from Larnaca airport.,Positive
708,Staff,Warm and cordial hospitality,Positive
709,Facility,"Very well-kept small hotel,",Positive
709,Staff,with extraordinarily courteous hosts!,Positive
709,Off,We'd love to come back!!,Off
710,Off,"We had an early departing flight so there was no breakfast,",Off
710,Food,but we had dinner in the restaurant and it was very good.,Positive
711,Off,Room,Positive
711,Check-out,possibility for late check out,Positive
711,Staff,very nice staff,Positive
711,Facility,"Swimming pool , small and dirty",Negative
712,Room,Comfortable room,Positive
713,Off,Very nice,Positive
713,Location,close to the airport,Positive
714,Facility,a comfortable place.,Positive
714,Staff,Quiet friendly staff.,Positive
714,Room,Quiet and spacious.,Positive
716,Staff,Very pleasant staff.,Positive
716,Room,New and clean rooms.,Positive
716,Room,Lack of adapters for sockets in the rooms.,Negative
716,Off,But the staff promised to fix it.,Off
718,Facility,"Great place,",Positive
718,Staff,very nice staff.,Positive
718,Location,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,Positive
718,Room,No trash can in the room,Negative
720,Facility,"Clean, modern hotel,",Positive
720,Room,comfortable rooms.,Positive
722,Staff,"Super polite and helpful staff,",Positive
722,Room,"clean comfortable room with good new furniture,",Positive
722,Food,delicious breakfast on the veranda.,Positive
722,Location,"Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this.",Positive
722,Room,Shower water often overflowed into the bathroom. Drain is not working well.,Negative
723,Off,It was simple and beautiful.,Positive
723,Room,There were no TV channels,Negative
724,Room,Clean,Positive
725,Room,Extremely thick bedding for the weather,Negative
725,Staff,Constructive attitude of the staff.,Positive
726,Off,Everything is great. The pressure of the ox is excellent. Everything is great. The pressure of the ox is excellent.,Positive
726,Location,Mackenzie is 5 minutes walk. The hotel is very conveniently located.,Positive
726,Staff,Friendly staff.,Positive
726,Room,The room is clean. Bed is comfortable,Positive
726,Location,Can be noisy from discos on Mackenzie,Negative
727,Location,"Great option for if you arrive at Larnaca airport, close,",Positive
727,Room,very clean.,Positive
727,Facility,It is possible with animals.,Positive
727,Staff,"Everyone at the hotel was very friendly, tried to help and explain.",Positive
727,Location,To restaurants and the beach go through an intensive road.,Negative
728,Off,Everything. The best that can be. Best place ever!,Positive
729,Facility,This hotel is very very clean very well equipped,Positive
729,Food,excellent breakfast.,Positive
729,Staff,The managers are extremely nice and helpful.,Positive
729,Off,I highly recommend this hotel to anyone who wants to have a pleasant stay.,Positive
730,Location,Location: close to airport and beach.,Positive
730,Facility,"Newly refurbished hotel,",Positive
730,Room,rooms with balconies and clean.,Positive
730,Location,"Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep.",Negative
731,Off,the room and the staff!,Positive
732,Staff,Very welcoming and friendly staff.,Positive
732,Room,"Everything is clean, white, freshly renovated.",Positive
732,Location,"Near Mackenzie beach, airport, salt lake.",Positive
734,Off,Everything was wonderful! ☆☆☆☆☆,Off
735,Location,"LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS.",Positive
735,Food,BREAKFAST WONDERFUL.,Positive
735,Staff,WE HAVE ALREADY TALKED TO THE STAFF THEY ARE PREPARING A LOT. POOL. Play room. Roof garden.,Positive
736,Staff,The staff is very friendly,Positive
739,Facility,"Nice accommodation, extremely clean",Positive
739,Location,and with a very good location near the beach and the center.,Positive
739,Room,"With their vanilla styles, the rooms offer a very pleasant atmosphere in which to relax and unwind. Also, one thing that sets this hotel apart is their generosity so that they offer a bottle of water, tea bags and coffee for free, not to mention the affordable prices of the mini-bar.",Positive
739,Staff,"Also note that the staff communicates well in French,",Positive
739,Off,something that is rare to find in Cyprus.,Off
742,Room,comfortable bed,Positive
742,Room,not clean,Negative
743,Room,Clean and nice room,Positive
743,Location,Not as close to the airport as advertised.,Negative
744,Off,Room quality,Positive
744,Location,The sounds of the airport,Negative
745,Room,clean and functional,Positive
745,Off,breakfast time,Negative
746,Room,The room was satisfactory,Positive
746,Staff,the lady at the reception who spoke Cypriot was kind and willing for any help.,Positive
746,Staff,"I did not like the behavior of the gentleman in the reservations. I was assured of breakfast in the price of the room. Upon arrival he refused to provide breakfast in an unacceptable manner, and without even speaking the Cypriot language.",Negative
746,Off,My dissatisfaction with the choice is great.,Off
747,Room,A clean room that really serves the purpose for which we came,Positive
747,Room,The frozen water in the bath,Negative
748,Location,"close to the airport but no aircraft noise. bus station nearby
  salt lake nearby",Positive
748,Room,clean,Positive
748,Room,Minibar was empty and not working,Negative
748,Off,"(annoying if you arrive after midnight
  and looking forward to a beer)",Negative
750,Location,Location close to the field.,Positive
750,Staff,No staff at night..,Negative
752,Room,comfortable room for one night before departure,Positive
752,Room,It was extremely noisy,Negative
753,Room,"Cleanliness
  Spacious",Positive
754,Location,Very good if you have an early morning flight.,Positive
754,Off,The quality-price ratio.,Positive
754,Location,"You should only sleep with air conditioning in the summer, because there is a lot of noise from the nearby beach until early morning.",Negative
755,Room,Very clean,Positive
756,Location,"central location between the beach, the party mile, the airport and the old town",Positive
756,Food,it would be nice if there was a breakfast buffet,Negative
757,Room,"Cleaning,",Positive
757,Off,"furniture, terrace",Off
757,Food,"After 20 minutes of waiting bad and half raw croissant
  Watery cappuccino",Negative
758,Room,Big room,Positive
758,Staff,Receptionist didn't understand English very well and the staff could not give me any information about the bus to the airport,Negative
759,Off,The room,Positive
759,Room,The lack of adapters for sockets,Negative
763,Staff,The warm welcome in French.,Positive
763,Room,"the comfort of the beds, the cleanliness.",Positive
763,Room,The noise emanating from the terrace when located on the 1st floor.,Negative
764,Food,Breakfast ok.,Positive
764,Room,"Clean room, comfortable bed.",Positive
764,Staff,"With the exception of one gentleman at the reception, no other employee was wearing a mask.",Negative
764,Room,"The small room, with almost non-existent storage spaces, an extremely small balcony.
  Thin walls, all night I heard how other travelers checked in. The adapter found in the room burned/melted 2 phone chargers.",Negative
764,Location,"At 3 o'clock in the morning, the garbage was picked up from the street, in an infernal mess....
  At 7 o'clock in the morning I tried to open the door to the balcony and I was very close to throwing up instantly. It seems that there are some farms nearby... it smelled like concentrated manure....",Negative
765,Room,Very comfortable bed. Very good shower. The furniture and bathroom are all new and impeccable. Very good WiFi connection.,Positive
765,Staff,Excellent attention,Positive
765,Location,Bars and restaurants nearby.,Positive
765,Room,"In the photo of the room on Booking, you can't see a column that takes up space and is uncomfortable. The balcony on the first floor is very low, not very intimate, close to the street. The safe does not make sense since it is not walled, They could put shampoo in the bathroom, not just soap. they could put 2 coffee sachets and 2 tea sachets, not just 1.",Negative
765,Location,"and the hotel lobby, you can even smell the smoke from the cigarettes that smoke there.",Negative
766,Room,Cleanliness,Positive
766,Room,The room given was not the one booked. small corner,Negative
767,Room,Clean and spacious room,Positive
767,Location,"Far from the beach., The windows overlooked the courtyard, where it was quite noisy.",Negative
767,Price,The hotel is average (3 stars) 400 euros for 3 nights a bit expensive.,Negative
767,Room,"The windows overlooked the courtyard, where it was quite noisy.",Negative
768,Room,"- terrace in the room,
  - well-furnished room and bathroom,",Positive
768,Food,monotonous breakfasts (everyday the same set:,Negative
768,Facility,"the relaxation zone (swimming pool, deckchairs, billiards) definitely did not encourage you to use it.",Negative
768,Off,"- location of the object. 2 eggs, 2 slices of toast, 1/4 grilled mushroom, 1/2 grilled tomato, pepper, 2 small sausages, coffee),",Positive
